,time,model,driving,connected,soc,charge_need,cadaster
13,14,Nissan Leaf e+,False,True,56.0,0.0,79501:002:0336
14,15,Nissan Leaf e+,False,True,56.0,0.0,79501:002:0336
15,16,Nissan Leaf e+,True,False,56.0,0.0,79501:002:0336
16,17,Nissan Leaf e+,False,True,52.14410150658055,3.8558984934194527,79501:002:0336
17,18,Nissan Leaf e+,False,True,56.0,0.0,79501:002:0336
18,19,Nissan Leaf e+,False,True,56.0,0.0,79513:012:0033
19,20,Nissan Leaf e+,False,True,56.0,0.0,79513:012:0033
20,21,Nissan Leaf e+,True,False,56.0,0.0,79513:012:0033
21,22,Nissan Leaf e+,False,True,47.33082747950523,6.600000000000001,79513:012:0033
22,23,Nissan Leaf e+,False,True,53.93082747950523,2.0691725204947673,79513:012:0033
23,24,Nissan Leaf e+,False,True,56.0,0.0,79513:012:0033
0,1,Tesla Model S,False,True,36.25,16.5,79503:005:0008
1,2,Tesla Model S,False,True,52.75,16.5,79503:005:0008
2,3,Tesla Model S,False,True,69.25,3.25,79503:005:0008
3,4,Tesla Model S,True,False,72.5,0.0,79503:005:0008
4,5,Tesla Model S,True,False,62.91177622918396,0.0,79503:005:0008
5,6,Tesla Model S,False,True,62.03677622918396,10.463223770816043,79503:005:0008
6,7,Tesla Model S,True,False,72.5,0.0,79507:033:0029
7,8,Tesla Model S,True,False,67.8176579892181,0.0,79507:033:0029
8,9,Tesla Model S,True,False,63.109723516207026,0.0,79507:033:0029
9,10,Tesla Model S,True,False,51.04478243265107,0.0,79507:033:0029
10,11,Tesla Model S,True,False,43.1037801499107,0.0,79507:033:0029
11,12,Tesla Model S,True,False,31.32196366027876,0.0,79507:033:0029
12,13,Tesla Model S,True,False,28.22211178057459,0.0,79507:033:0029
13,14,Tesla Model S,False,True,26.855888165885517,16.5,79507:033:0029
14,15,Tesla Model S,False,True,43.35588816588552,16.5,79507:033:0029
15,16,Tesla Model S,True,False,59.85588816588552,0.0,79507:033:0029
16,17,Tesla Model S,False,True,58.98088816588552,13.519111834114483,79507:033:0029
17,18,Tesla Model S,False,True,72.5,0.0,79507:033:0029
18,19,Tesla Model S,True,False,72.5,0.0,79503:005:0008
19,20,Tesla Model S,True,False,68.42075813953159,0.0,79503:005:0008
20,21,Tesla Model S,True,False,55.25681710544682,0.0,79503:005:0008
21,22,Tesla Model S,False,True,54.38181710544682,16.500000000000007,79503:005:0008
22,23,Tesla Model S,False,True,70.88181710544683,1.618182894553172,79503:005:0008
23,24,Tesla Model S,True,False,72.5,0.0,79503:005:0008
0,1,Renault Zoe,False,True,36.25,4.75,79501:002:0297
1,2,Renault Zoe,False,True,41.0,0.0,79501:002:0297
2,3,Renault Zoe,False,True,41.0,0.0,79501:002:0297
3,4,Renault Zoe,False,True,41.0,0.0,79501:002:0297
4,5,Renault Zoe,False,True,41.0,0.0,79501:002:0297
5,6,Renault Zoe,False,True,41.0,0.0,79501:002:0297
6,7,Renault Zoe,True,False,41.0,0.0,79503:001:0074
7,8,Renault Zoe,True,False,33.65230325176151,0.0,79503:001:0074
8,9,Renault Zoe,True,False,29.23307545250134,0.0,79503:001:0074
9,10,Renault Zoe,False,True,18.28918158453862,22.000000000000004,79503:001:0074
10,11,Renault Zoe,False,True,40.289181584538625,0.7108184154613753,79503:001:0074
11,12,Renault Zoe,True,False,41.0,0.0,79503:001:0074
12,13,Renault Zoe,False,True,37.35406579847793,3.645934201522067,79503:001:0074
13,14,Renault Zoe,True,False,41.0,0.0,79503:001:0074
14,15,Renault Zoe,False,True,28.319363192527856,12.680636807472144,79503:001:0074
15,16,Renault Zoe,False,True,41.0,0.0,79503:001:0074
16,17,Renault Zoe,False,True,41.0,0.0,79503:001:0074
17,18,Renault Zoe,True,False,41.0,0.0,79503:001:0074
18,19,Renault Zoe,True,False,33.92492950884276,0.0,79501:002:0297
19,20,Renault Zoe,False,True,24.645841253310678,16.354158746689322,79501:002:0297
20,21,Renault Zoe,True,False,41.0,0.0,79501:002:0297
21,22,Renault Zoe,False,True,35.45733266938546,5.542667330614542,79501:002:0297
22,23,Renault Zoe,True,False,41.0,0.0,79501:002:0297
23,24,Renault Zoe,False,True,29.857580871759986,11.142419128240014,79501:002:0297
0,1,Renault Zoe,False,True,36.25,4.75,79502:018:0005
1,2,Renault Zoe,False,True,41.0,0.0,79502:018:0005
2,3,Renault Zoe,False,True,41.0,0.0,79502:018:0005
3,4,Renault Zoe,False,True,41.0,0.0,79502:018:0005
4,5,Renault Zoe,True,False,41.0,0.0,79502:018:0005
5,6,Renault Zoe,False,True,37.311218187184146,3.6887818128158543,79502:018:0005
6,7,Renault Zoe,True,False,41.0,0.0,79506:006:0001
7,8,Renault Zoe,True,False,40.18,0.0,79506:006:0001
8,9,Renault Zoe,True,False,39.347572888137776,0.0,79506:006:0001
9,10,Renault Zoe,False,True,35.994095898755205,5.005904101244795,79506:006:0001
10,11,Renault Zoe,True,False,41.0,0.0,79506:006:0001
11,12,Renault Zoe,True,False,33.520547168004576,0.0,79506:006:0001
12,13,Renault Zoe,False,True,22.59275056245488,18.40724943754512,79506:006:0001
13,14,Renault Zoe,False,True,41.0,0.0,79506:006:0001
14,15,Renault Zoe,False,True,41.0,0.0,79506:006:0001
15,16,Renault Zoe,False,True,41.0,0.0,79506:006:0001
16,17,Renault Zoe,False,True,41.0,0.0,79506:006:0001
17,18,Renault Zoe,True,False,41.0,0.0,79506:006:0001
18,19,Renault Zoe,True,False,26.240000000000002,0.0,79502:018:0005
19,20,Renault Zoe,False,True,25.42,15.579999999999998,79502:018:0005
20,21,Renault Zoe,False,True,41.0,0.0,79502:018:0005
21,22,Renault Zoe,False,True,41.0,0.0,79502:018:0005
22,23,Renault Zoe,False,True,41.0,0.0,79502:018:0005
23,24,Renault Zoe,True,False,41.0,0.0,79502:018:0005
0,1,Renault Zoe,False,True,36.25,4.75,79509:014:0014
1,2,Renault Zoe,False,True,41.0,0.0,79509:014:0014
2,3,Renault Zoe,False,True,41.0,0.0,79509:014:0014
3,4,Renault Zoe,False,True,41.0,0.0,79509:014:0014
4,5,Renault Zoe,False,True,41.0,0.0,79509:014:0014
5,6,Renault Zoe,False,True,41.0,0.0,79509:014:0014
6,7,Renault Zoe,True,False,41.0,0.0,79504:078:0039
7,8,Renault Zoe,True,False,38.63540109677691,0.0,79504:078:0039
8,9,Renault Zoe,True,False,35.0824870513855,0.0,79504:078:0039
9,10,Renault Zoe,True,False,31.842377837826216,0.0,79504:078:0039
10,11,Renault Zoe,False,True,31.022377837826216,9.977622162173784,79504:078:0039
11,12,Renault Zoe,False,True,41.0,0.0,79504:078:0039
12,13,Renault Zoe,True,False,41.0,0.0,79504:078:0039
13,14,Renault Zoe,True,False,38.21165288771942,0.0,79504:078:0039
14,15,Renault Zoe,True,False,37.39165288771942,0.0,79504:078:0039
15,16,Renault Zoe,False,True,30.991977869640362,10.008022130359638,79504:078:0039
16,17,Renault Zoe,False,True,41.0,0.0,79504:078:0039
17,18,Renault Zoe,True,False,41.0,0.0,79504:078:0039
18,19,Renault Zoe,False,True,30.350386939740908,10.649613060259092,79509:014:0014
19,20,Renault Zoe,True,False,41.0,0.0,79509:014:0014
20,21,Renault Zoe,True,False,39.24595401958459,0.0,79509:014:0014
21,22,Renault Zoe,False,True,33.762828726864655,7.2371712731353455,79509:014:0014
22,23,Renault Zoe,True,False,41.0,0.0,79509:014:0014
23,24,Renault Zoe,True,False,27.87407294910448,0.0,79509:014:0014
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79502:006:0079
1,2,Volkswagen ID.3,False,True,43.45,1.5499999999999972,79502:006:0079
2,3,Volkswagen ID.3,False,True,45.0,0.0,79502:006:0079
3,4,Volkswagen ID.3,False,True,45.0,0.0,79502:006:0079
4,5,Volkswagen ID.3,False,True,45.0,0.0,79502:006:0079
5,6,Volkswagen ID.3,False,True,45.0,0.0,79502:006:0079
6,7,Volkswagen ID.3,False,True,45.0,0.0,79503:002:0003
7,8,Volkswagen ID.3,True,False,45.0,0.0,79503:002:0003
8,9,Volkswagen ID.3,True,False,41.82837358366969,0.0,79503:002:0003
9,10,Volkswagen ID.3,False,True,41.02337358366969,3.976626416330312,79503:002:0003
10,11,Volkswagen ID.3,False,True,45.0,0.0,79503:002:0003
11,12,Volkswagen ID.3,False,True,45.0,0.0,79503:002:0003
12,13,Volkswagen ID.3,False,True,45.0,0.0,79503:002:0003
13,14,Volkswagen ID.3,False,True,45.0,0.0,79503:002:0003
14,15,Volkswagen ID.3,False,True,45.0,0.0,79503:002:0003
15,16,Volkswagen ID.3,False,True,45.0,0.0,79503:002:0003
16,17,Volkswagen ID.3,True,False,45.0,0.0,79503:002:0003
17,18,Volkswagen ID.3,False,True,34.24116259459466,7.200000000000003,79503:002:0003
18,19,Volkswagen ID.3,False,True,41.441162594594665,3.5588374054053347,79502:006:0079
19,20,Volkswagen ID.3,True,False,45.0,0.0,79502:006:0079
20,21,Volkswagen ID.3,True,False,37.081413832174725,0.0,79502:006:0079
21,22,Volkswagen ID.3,True,False,27.186477224314388,0.0,79502:006:0079
22,23,Volkswagen ID.3,False,True,12.696477224314387,7.200000000000001,79502:006:0079
23,24,Volkswagen ID.3,True,False,19.89647722431439,0.0,79502:006:0079
0,1,Renault Zoe,False,True,36.25,4.75,79508:026:0009
1,2,Renault Zoe,False,True,41.0,0.0,79508:026:0009
2,3,Renault Zoe,True,False,41.0,0.0,79508:026:0009
3,4,Renault Zoe,False,True,29.2864800861125,11.713519913887499,79508:026:0009
4,5,Renault Zoe,False,True,41.0,0.0,79508:026:0009
5,6,Renault Zoe,False,True,41.0,0.0,79508:026:0009
6,7,Renault Zoe,True,False,41.0,0.0,79301:001:0541
7,8,Renault Zoe,True,False,37.336634824744415,0.0,79301:001:0541
8,9,Renault Zoe,True,False,29.501678253984274,0.0,79301:001:0541
9,10,Renault Zoe,False,True,18.30351224661171,22.0,79301:001:0541
10,11,Renault Zoe,False,True,40.30351224661171,0.6964877533882898,79301:001:0541
11,12,Renault Zoe,True,False,41.0,0.0,79301:001:0541
12,13,Renault Zoe,True,False,40.18,0.0,79301:001:0541
13,14,Renault Zoe,False,True,33.96989616727747,7.030103832722531,79301:001:0541
14,15,Renault Zoe,False,True,41.0,0.0,79301:001:0541
15,16,Renault Zoe,True,False,41.0,0.0,79301:001:0541
16,17,Renault Zoe,True,False,40.18,0.0,79301:001:0541
17,18,Renault Zoe,True,False,30.25064068234587,0.0,79301:001:0541
18,19,Renault Zoe,True,False,21.280924583095274,0.0,79508:026:0009
19,20,Renault Zoe,True,False,13.212532967735038,0.0,79508:026:0009
20,21,Renault Zoe,False,True,8.649417029495128,22.0,79508:026:0009
21,22,Renault Zoe,True,False,30.649417029495126,0.0,79508:026:0009
22,23,Renault Zoe,True,False,23.984810853170313,0.0,79508:026:0009
23,24,Renault Zoe,False,True,23.164810853170312,17.835189146829688,79508:026:0009
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79513:011:0013
1,2,Volkswagen ID.3,False,True,43.45,1.5499999999999972,79513:011:0013
2,3,Volkswagen ID.3,False,True,45.0,0.0,79513:011:0013
3,4,Volkswagen ID.3,False,True,45.0,0.0,79513:011:0013
4,5,Volkswagen ID.3,False,True,45.0,0.0,79513:011:0013
5,6,Volkswagen ID.3,False,True,45.0,0.0,79513:011:0013
6,7,Volkswagen ID.3,True,False,45.0,0.0,79501:002:0541
7,8,Volkswagen ID.3,True,False,40.608880795229645,0.0,79501:002:0541
8,9,Volkswagen ID.3,True,False,33.32825989386504,0.0,79501:002:0541
9,10,Volkswagen ID.3,False,True,27.057407343765753,7.200000000000003,79501:002:0541
10,11,Volkswagen ID.3,False,True,34.257407343765756,7.200000000000003,79501:002:0541
11,12,Volkswagen ID.3,False,True,41.45740734376576,3.542592656234241,79501:002:0541
12,13,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0541
13,14,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0541
14,15,Volkswagen ID.3,True,False,45.0,0.0,79501:002:0541
15,16,Volkswagen ID.3,False,True,38.08154686021379,6.918453139786209,79501:002:0541
16,17,Volkswagen ID.3,True,False,45.0,0.0,79501:002:0541
17,18,Volkswagen ID.3,False,True,42.42423028865983,2.575769711340172,79501:002:0541
18,19,Volkswagen ID.3,True,False,45.0,0.0,79513:011:0013
19,20,Volkswagen ID.3,False,True,36.850374075813605,7.200000000000003,79513:011:0013
20,21,Volkswagen ID.3,False,True,44.05037407581361,0.9496259241863925,79513:011:0013
21,22,Volkswagen ID.3,True,False,45.0,0.0,79513:011:0013
22,23,Volkswagen ID.3,False,True,44.195,0.8049999999999997,79513:011:0013
23,24,Volkswagen ID.3,False,True,45.0,0.0,79513:011:0013
0,1,Renault Zoe,False,True,36.25,4.75,79502:030:0010
1,2,Renault Zoe,False,True,41.0,0.0,79502:030:0010
2,3,Renault Zoe,True,False,41.0,0.0,79502:030:0010
3,4,Renault Zoe,False,True,35.13056958874121,5.86943041125879,79502:030:0010
4,5,Renault Zoe,False,True,41.0,0.0,79502:030:0010
5,6,Renault Zoe,False,True,41.0,0.0,79502:030:0010
6,7,Renault Zoe,True,False,41.0,0.0,79507:033:0029
7,8,Renault Zoe,True,False,35.40051592440497,0.0,79507:033:0029
8,9,Renault Zoe,False,True,34.58051592440497,6.4194840755950295,79507:033:0029
9,10,Renault Zoe,False,True,41.0,0.0,79507:033:0029
10,11,Renault Zoe,False,True,41.0,0.0,79507:033:0029
11,12,Renault Zoe,True,False,41.0,0.0,79507:033:0029
12,13,Renault Zoe,False,True,33.98684611833968,7.0131538816603225,79507:033:0029
13,14,Renault Zoe,True,False,41.0,0.0,79507:033:0029
14,15,Renault Zoe,False,True,26.80993617086176,14.19006382913824,79507:033:0029
15,16,Renault Zoe,True,False,41.0,0.0,79507:033:0029
16,17,Renault Zoe,True,False,32.52703660366258,0.0,79507:033:0029
17,18,Renault Zoe,True,False,25.419115821758584,0.0,79507:033:0029
18,19,Renault Zoe,True,False,15.132580602706158,0.0,79502:030:0010
19,20,Renault Zoe,False,True,9.326874213486319,22.0,79502:030:0010
20,21,Renault Zoe,True,False,31.32687421348632,0.0,79502:030:0010
21,22,Renault Zoe,False,True,30.50687421348632,10.49312578651368,79502:030:0010
22,23,Renault Zoe,False,True,41.0,0.0,79502:030:0010
23,24,Renault Zoe,True,False,41.0,0.0,79502:030:0010
0,1,Tesla Model S,False,True,36.25,16.5,79512:008:0023
1,2,Tesla Model S,False,True,52.75,16.5,79512:008:0023
2,3,Tesla Model S,False,True,69.25,3.25,79512:008:0023
3,4,Tesla Model S,False,True,72.5,0.0,79512:008:0023
4,5,Tesla Model S,False,True,72.5,0.0,79512:008:0023
5,6,Tesla Model S,False,True,72.5,0.0,79512:008:0023
6,7,Tesla Model S,True,False,72.5,0.0,79301:001:0571
7,8,Tesla Model S,True,False,58.3766977432,0.0,79301:001:0571
8,9,Tesla Model S,False,True,55.98502851380231,16.500000000000007,79301:001:0571
9,10,Tesla Model S,False,True,72.48502851380232,0.014971486197680406,79301:001:0571
10,11,Tesla Model S,False,True,72.5,0.0,79301:001:0571
11,12,Tesla Model S,False,True,72.5,0.0,79301:001:0571
12,13,Tesla Model S,False,True,72.5,0.0,79301:001:0571
13,14,Tesla Model S,True,False,72.5,0.0,79301:001:0571
14,15,Tesla Model S,False,True,70.53981252864233,1.9601874713576706,79301:001:0571
15,16,Tesla Model S,True,False,72.5,0.0,79301:001:0571
16,17,Tesla Model S,False,True,66.4617314762314,6.038268523768593,79301:001:0571
17,18,Tesla Model S,False,True,72.5,0.0,79301:001:0571
18,19,Tesla Model S,False,True,72.5,0.0,79512:008:0023
19,20,Tesla Model S,True,False,72.5,0.0,79512:008:0023
20,21,Tesla Model S,True,False,71.625,0.0,79512:008:0023
21,22,Tesla Model S,True,False,58.77173551181362,0.0,79512:008:0023
22,23,Tesla Model S,False,True,57.89673551181362,14.603264488186383,79512:008:0023
23,24,Tesla Model S,True,False,72.5,0.0,79512:008:0023
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79504:054:0009
1,2,Volkswagen ID.3,False,True,43.45,1.5499999999999972,79504:054:0009
2,3,Volkswagen ID.3,False,True,45.0,0.0,79504:054:0009
3,4,Volkswagen ID.3,False,True,45.0,0.0,79504:054:0009
4,5,Volkswagen ID.3,True,False,45.0,0.0,79504:054:0009
5,6,Volkswagen ID.3,False,True,40.14423389989719,4.855766100102812,79504:054:0009
6,7,Volkswagen ID.3,True,False,45.0,0.0,79507:007:0005
7,8,Volkswagen ID.3,True,False,36.87442401454414,0.0,79507:007:0005
8,9,Volkswagen ID.3,True,False,31.799998815554748,0.0,79507:007:0005
9,10,Volkswagen ID.3,False,True,19.476864861071512,7.199999999999999,79507:007:0005
10,11,Volkswagen ID.3,False,True,26.67686486107151,7.199999999999999,79507:007:0005
11,12,Volkswagen ID.3,False,True,33.87686486107151,7.200000000000003,79507:007:0005
12,13,Volkswagen ID.3,False,True,41.07686486107151,3.9231351389284868,79507:007:0005
13,14,Volkswagen ID.3,True,False,45.0,0.0,79507:007:0005
14,15,Volkswagen ID.3,False,True,42.68402784957058,2.315972150429417,79507:007:0005
15,16,Volkswagen ID.3,False,True,45.0,0.0,79507:007:0005
16,17,Volkswagen ID.3,True,False,45.0,0.0,79507:007:0005
17,18,Volkswagen ID.3,True,False,41.906542786180786,0.0,79507:007:0005
18,19,Volkswagen ID.3,False,True,34.08119334773451,7.200000000000003,79504:054:0009
19,20,Volkswagen ID.3,True,False,41.281193347734515,0.0,79504:054:0009
20,21,Volkswagen ID.3,True,False,37.96547104326638,0.0,79504:054:0009
21,22,Volkswagen ID.3,False,True,36.39683699064517,7.200000000000003,79504:054:0009
22,23,Volkswagen ID.3,True,False,43.59683699064517,0.0,79504:054:0009
23,24,Volkswagen ID.3,True,False,29.10683699064517,0.0,79504:054:0009
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79501:002:0446
1,2,Volkswagen ID.3,False,True,43.45,1.5499999999999972,79501:002:0446
2,3,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0446
3,4,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0446
4,5,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0446
5,6,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0446
6,7,Volkswagen ID.3,True,False,45.0,0.0,79504:068:0016
7,8,Volkswagen ID.3,False,True,36.5110525464826,7.200000000000003,79504:068:0016
8,9,Volkswagen ID.3,True,False,43.711052546482605,0.0,79504:068:0016
9,10,Volkswagen ID.3,True,False,42.906052546482606,0.0,79504:068:0016
10,11,Volkswagen ID.3,False,True,41.248169652256806,3.7518303477431942,79504:068:0016
11,12,Volkswagen ID.3,False,True,45.0,0.0,79504:068:0016
12,13,Volkswagen ID.3,False,True,45.0,0.0,79504:068:0016
13,14,Volkswagen ID.3,True,False,45.0,0.0,79504:068:0016
14,15,Volkswagen ID.3,True,False,44.195,0.0,79504:068:0016
15,16,Volkswagen ID.3,False,True,35.41344602489277,7.200000000000003,79504:068:0016
16,17,Volkswagen ID.3,False,True,42.613446024892774,2.386553975107226,79504:068:0016
17,18,Volkswagen ID.3,False,True,45.0,0.0,79504:068:0016
18,19,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0446
19,20,Volkswagen ID.3,True,False,45.0,0.0,79501:002:0446
20,21,Volkswagen ID.3,True,False,35.20521170295843,0.0,79501:002:0446
21,22,Volkswagen ID.3,False,True,29.258606084635773,7.200000000000003,79501:002:0446
22,23,Volkswagen ID.3,False,True,36.458606084635775,7.200000000000003,79501:002:0446
23,24,Volkswagen ID.3,False,True,43.65860608463578,1.3413939153642218,79501:002:0446
0,1,Nissan Leaf e+,False,True,36.25,6.600000000000001,79504:017:0015
1,2,Nissan Leaf e+,False,True,42.85,6.600000000000001,79504:017:0015
2,3,Nissan Leaf e+,True,False,49.45,0.0,79504:017:0015
3,4,Nissan Leaf e+,False,True,42.199014604539144,6.600000000000001,79504:017:0015
4,5,Nissan Leaf e+,False,True,48.799014604539146,6.600000000000001,79504:017:0015
5,6,Nissan Leaf e+,False,True,55.39901460453915,0.6009853954608531,79504:017:0015
6,7,Nissan Leaf e+,True,False,56.0,0.0,79301:001:0541
7,8,Nissan Leaf e+,True,False,46.804322269228166,0.0,79301:001:0541
8,9,Nissan Leaf e+,True,False,35.35701004650883,0.0,79301:001:0541
9,10,Nissan Leaf e+,False,True,34.497010046508834,6.600000000000001,79301:001:0541
10,11,Nissan Leaf e+,False,True,41.097010046508835,6.600000000000001,79301:001:0541
11,12,Nissan Leaf e+,True,False,47.69701004650884,0.0,79301:001:0541
12,13,Nissan Leaf e+,False,True,40.396224349043585,6.600000000000001,79301:001:0541
13,14,Nissan Leaf e+,False,True,46.99622434904359,6.600000000000001,79301:001:0541
14,15,Nissan Leaf e+,False,True,53.59622434904359,2.403775650956412,79301:001:0541
15,16,Nissan Leaf e+,True,False,56.0,0.0,79301:001:0541
16,17,Nissan Leaf e+,True,False,51.892760221834024,0.0,79301:001:0541
17,18,Nissan Leaf e+,True,False,42.04441593162231,0.0,79301:001:0541
18,19,Nissan Leaf e+,False,True,41.18441593162231,6.600000000000001,79504:017:0015
19,20,Nissan Leaf e+,False,True,47.78441593162231,6.600000000000001,79504:017:0015
20,21,Nissan Leaf e+,False,True,54.384415931622314,1.6155840683776859,79504:017:0015
21,22,Nissan Leaf e+,True,False,56.0,0.0,79504:017:0015
22,23,Nissan Leaf e+,True,False,48.91197382584662,0.0,79504:017:0015
23,24,Nissan Leaf e+,False,True,40.15301286233211,6.600000000000001,79504:017:0015
0,1,Nissan Leaf e+,False,True,36.25,6.600000000000001,79502:011:0020
1,2,Nissan Leaf e+,False,True,42.85,6.600000000000001,79502:011:0020
2,3,Nissan Leaf e+,False,True,49.45,6.549999999999997,79502:011:0020
3,4,Nissan Leaf e+,False,True,56.0,0.0,79502:011:0020
4,5,Nissan Leaf e+,False,True,56.0,0.0,79502:011:0020
5,6,Nissan Leaf e+,False,True,56.0,0.0,79502:011:0020
6,7,Nissan Leaf e+,True,False,56.0,0.0,79301:001:0139
7,8,Nissan Leaf e+,True,False,51.07774567584914,0.0,79301:001:0139
8,9,Nissan Leaf e+,False,True,38.84062696109214,6.600000000000001,79301:001:0139
9,10,Nissan Leaf e+,True,False,45.44062696109214,0.0,79301:001:0139
10,11,Nissan Leaf e+,False,True,44.58062696109214,6.600000000000001,79301:001:0139
11,12,Nissan Leaf e+,False,True,51.180626961092145,4.819373038907855,79301:001:0139
12,13,Nissan Leaf e+,False,True,56.0,0.0,79301:001:0139
13,14,Nissan Leaf e+,True,False,56.0,0.0,79301:001:0139
14,15,Nissan Leaf e+,False,True,50.194149959585374,5.805850040414626,79301:001:0139
15,16,Nissan Leaf e+,False,True,56.0,0.0,79301:001:0139
16,17,Nissan Leaf e+,True,False,56.0,0.0,79301:001:0139
17,18,Nissan Leaf e+,False,True,48.24069833240389,6.600000000000001,79301:001:0139
18,19,Nissan Leaf e+,False,True,54.84069833240389,1.159301667596111,79502:011:0020
19,20,Nissan Leaf e+,True,False,56.0,0.0,79502:011:0020
20,21,Nissan Leaf e+,True,False,48.187850639836796,0.0,79502:011:0020
21,22,Nissan Leaf e+,False,True,43.03160221843945,6.600000000000001,79502:011:0020
22,23,Nissan Leaf e+,False,True,49.631602218439454,6.368397781560546,79502:011:0020
23,24,Nissan Leaf e+,True,False,56.0,0.0,79502:011:0020
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79508:066:0007
1,2,Volkswagen ID.3,False,True,43.45,1.5499999999999972,79508:066:0007
2,3,Volkswagen ID.3,False,True,45.0,0.0,79508:066:0007
3,4,Volkswagen ID.3,False,True,45.0,0.0,79508:066:0007
4,5,Volkswagen ID.3,False,True,45.0,0.0,79508:066:0007
5,6,Volkswagen ID.3,False,True,45.0,0.0,79508:066:0007
6,7,Volkswagen ID.3,True,False,45.0,0.0,79301:001:0571
7,8,Volkswagen ID.3,True,False,37.2621230870846,0.0,79301:001:0571
8,9,Volkswagen ID.3,True,False,36.34630911848917,0.0,79301:001:0571
9,10,Volkswagen ID.3,False,True,33.12103280845805,7.200000000000003,79301:001:0571
10,11,Volkswagen ID.3,False,True,40.32103280845805,4.67896719154195,79301:001:0571
11,12,Volkswagen ID.3,False,True,45.0,0.0,79301:001:0571
12,13,Volkswagen ID.3,False,True,45.0,0.0,79301:001:0571
13,14,Volkswagen ID.3,False,True,45.0,0.0,79301:001:0571
14,15,Volkswagen ID.3,False,True,45.0,0.0,79301:001:0571
15,16,Volkswagen ID.3,False,True,45.0,0.0,79301:001:0571
16,17,Volkswagen ID.3,True,False,45.0,0.0,79301:001:0571
17,18,Volkswagen ID.3,False,True,38.62092514461202,6.379074855387977,79301:001:0571
18,19,Volkswagen ID.3,True,False,45.0,0.0,79508:066:0007
19,20,Volkswagen ID.3,True,False,40.7237596347005,0.0,79508:066:0007
20,21,Volkswagen ID.3,True,False,36.73153494712967,0.0,79508:066:0007
21,22,Volkswagen ID.3,True,False,26.30166329971634,0.0,79508:066:0007
22,23,Volkswagen ID.3,False,True,15.280871656799278,7.199999999999999,79508:066:0007
23,24,Volkswagen ID.3,False,True,22.480871656799277,7.199999999999999,79508:066:0007
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79517:022:0007
1,2,Volkswagen ID.3,False,True,43.45,1.5499999999999972,79517:022:0007
2,3,Volkswagen ID.3,False,True,45.0,0.0,79517:022:0007
3,4,Volkswagen ID.3,False,True,45.0,0.0,79517:022:0007
4,5,Volkswagen ID.3,False,True,45.0,0.0,79517:022:0007
5,6,Volkswagen ID.3,False,True,45.0,0.0,79517:022:0007
6,7,Volkswagen ID.3,True,False,45.0,0.0,79504:068:0016
7,8,Volkswagen ID.3,True,False,37.63764959688085,0.0,79504:068:0016
8,9,Volkswagen ID.3,True,False,25.762353490885154,0.0,79504:068:0016
9,10,Volkswagen ID.3,False,True,17.705050458871685,7.199999999999999,79504:068:0016
10,11,Volkswagen ID.3,False,True,24.905050458871685,7.200000000000003,79504:068:0016
11,12,Volkswagen ID.3,False,True,32.10505045887169,7.200000000000003,79504:068:0016
12,13,Volkswagen ID.3,False,True,39.30505045887169,5.6949495411283095,79504:068:0016
13,14,Volkswagen ID.3,True,False,45.0,0.0,79504:068:0016
14,15,Volkswagen ID.3,False,True,44.195,0.8049999999999997,79504:068:0016
15,16,Volkswagen ID.3,True,False,45.0,0.0,79504:068:0016
16,17,Volkswagen ID.3,True,False,43.67703882232282,0.0,79504:068:0016
17,18,Volkswagen ID.3,True,False,42.87203882232282,0.0,79504:068:0016
18,19,Volkswagen ID.3,True,False,42.06703882232282,0.0,79517:022:0007
19,20,Volkswagen ID.3,False,True,41.26203882232282,3.737961177677178,79517:022:0007
20,21,Volkswagen ID.3,True,False,45.0,0.0,79517:022:0007
21,22,Volkswagen ID.3,True,False,44.195,0.0,79517:022:0007
22,23,Volkswagen ID.3,False,True,35.78046158789213,7.200000000000003,79517:022:0007
23,24,Volkswagen ID.3,False,True,42.98046158789213,2.0195384121078703,79517:022:0007
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79508:003:0003
1,2,Volkswagen ID.3,True,False,43.45,0.0,79508:003:0003
2,3,Volkswagen ID.3,False,True,42.645,2.354999999999997,79508:003:0003
3,4,Volkswagen ID.3,False,True,45.0,0.0,79508:003:0003
4,5,Volkswagen ID.3,False,True,45.0,0.0,79508:003:0003
5,6,Volkswagen ID.3,False,True,45.0,0.0,79508:003:0003
6,7,Volkswagen ID.3,True,False,45.0,0.0,79514:001:0032
7,8,Volkswagen ID.3,False,True,40.32926945766772,4.670730542332279,79514:001:0032
8,9,Volkswagen ID.3,True,False,45.0,0.0,79514:001:0032
